record_id,work_date,month,week_start,shift,department,employee_count,labor_hours,units_picked,orders_picked,accurate_orders,quality_defects,safety_incidents
2164,2026-05-25,2026-05,2026-05-25,Day,Pack,34,303.29,79726,22084,21877,127,0
2165,2026-05-25,2026-05,2026-05-25,Night,Pack,18,166.53,43437,18849,18720,70,0
2166,2026-05-25,2026-05,2026-05-25,Weekend,Pack,24,231.34,52440,17699,17568,76,0
2167,2026-05-25,2026-05,2026-05-25,Day,Stow,22,185.48,42349,14223,13999,178,0
2168,2026-05-25,2026-05,2026-05-25,Night,Stow,22,189.15,43987,14492,14318,123,0
2169,2026-05-25,2026-05,2026-05-25,Weekend,Stow,27,263.08,50984,16407,16236,140,0
2170,2026-05-25,2026-05,2026-05-25,Day,Receive,25,244.1,52082,16858,16679,178,0
2171,2026-05-25,2026-05,2026-05-25,Night,Receive,23,219.18,45972,20845,20682,117,0
2172,2026-05-25,2026-05,2026-05-25,Weekend,Receive,35,320.44,57025,19203,18934,188,0
2173,2026-05-25,2026-05,2026-05-25,Day,Sort,31,274.42,85182,27146,26943,213,0
2174,2026-05-25,2026-05,2026-05-25,Night,Sort,36,338.95,86268,29194,28875,163,0
2175,2026-05-25,2026-05,2026-05-25,Weekend,Sort,28,253.19,68982,22602,22409,149,0
2176,2026-05-26,2026-05,2026-05-25,Day,Pick,40,341.49,114852,47475,46990,209,0
2177,2026-05-26,2026-05,2026-05-25,Night,Pick,35,356.75,102100,31038,30861,252,0
2178,2026-05-26,2026-05,2026-05-25,Weekend,Pick,41,360.23,103471,45812,45198,280,0
2179,2026-05-26,2026-05,2026-05-25,Day,Pack,26,248.49,71011,19568,19377,166,0
2180,2026-05-26,2026-05,2026-05-25,Night,Pack,20,196.99,51634,16879,16787,111,0
2181,2026-05-26,2026-05,2026-05-25,Weekend,Pack,40,355.95,79043,23168,23060,185,0
2182,2026-05-26,2026-05,2026-05-25,Day,Stow,24,235.98,60529,25646,25301,164,0
2183,2026-05-26,2026-05,2026-05-25,Night,Stow,18,165.04,35906,12958,12778,132,0
2184,2026-05-26,2026-05,2026-05-25,Weekend,Stow,21,213.47,45865,14036,13812,181,0
2185,2026-05-26,2026-05,2026-05-25,Day,Receive,19,184.65,36145,14261,14055,101,0
2186,2026-05-26,2026-05,2026-05-25,Night,Receive,25,237.84,42064,12515,12394,111,0
2187,2026-05-26,2026-05,2026-05-25,Weekend,Receive,42,375.45,71091,29061,28625,256,0
2188,2026-05-26,2026-05,2026-05-25,Day,Sort,18,156.75,42269,17043,16945,91,0
2189,2026-05-26,2026-05,2026-05-25,Night,Sort,23,201.97,51979,21900,21666,140,0
2190,2026-05-26,2026-05,2026-05-25,Weekend,Sort,34,329.28,91641,30052,29893,219,0
2191,2026-05-27,2026-05,2026-05-25,Day,Pick,36,366.19,130197,53102,52809,341,0
2192,2026-05-27,2026-05,2026-05-25,Night,Pick,32,293.27,92746,26716,26415,202,0
2193,2026-05-27,2026-05,2026-05-25,Weekend,Pick,41,403.31,125767,50026,49469,378,0
2194,2026-05-27,2026-05,2026-05-25,Day,Pack,20,199.49,49582,14974,14925,76,0
2195,2026-05-27,2026-05,2026-05-25,Night,Pack,21,197.57,48273,14902,14830,107,0
2196,2026-05-27,2026-05,2026-05-25,Weekend,Pack,23,215.52,48451,20169,20104,90,0
2197,2026-05-27,2026-05,2026-05-25,Day,Stow,20,176.69,42767,15594,15388,119,0
2198,2026-05-27,2026-05,2026-05-25,Night,Stow,22,217.59,44669,14965,14803,113,0
2199,2026-05-27,2026-05,2026-05-25,Weekend,Stow,40,381.81,81249,25392,24962,304,0
2200,2026-05-27,2026-05,2026-05-25,Day,Receive,41,400.5,82353,25030,24841,212,0
2201,2026-05-27,2026-05,2026-05-25,Night,Receive,18,176.47,35774,10823,10730,117,0
2202,2026-05-27,2026-05,2026-05-25,Weekend,Receive,23,224.56,43418,13839,13634,100,0
2203,2026-05-27,2026-05,2026-05-25,Day,Sort,21,192.99,60825,18796,18570,149,0
2204,2026-05-27,2026-05,2026-05-25,Night,Sort,18,174.5,52107,19295,19158,139,0
2205,2026-05-27,2026-05,2026-05-25,Weekend,Sort,27,263.37,65610,28086,27918,157,0
2206,2026-05-28,2026-05,2026-05-25,Day,Pick,33,294.26,98210,28643,28291,303,0
2207,2026-05-28,2026-05,2026-05-25,Night,Pick,37,363.3,108873,36904,36556,273,0
2208,2026-05-28,2026-05,2026-05-25,Weekend,Pick,19,159.7,44944,17333,17147,104,0
2209,2026-05-28,2026-05,2026-05-25,Day,Pack,34,302.43,75671,26983,26726,132,0
2210,2026-05-28,2026-05,2026-05-25,Night,Pack,34,299.54,72208,22162,21994,160,0
2211,2026-05-28,2026-05,2026-05-25,Weekend,Pack,30,291.4,69485,30705,30498,121,0
2212,2026-05-28,2026-05,2026-05-25,Day,Stow,37,367.81,89120,27947,27634,203,0
2213,2026-05-28,2026-05,2026-05-25,Night,Stow,38,384.39,91478,30078,29582,216,0
2214,2026-05-28,2026-05,2026-05-25,Weekend,Stow,21,209.11,42381,13915,13771,176,0
2215,2026-05-28,2026-05,2026-05-25,Day,Receive,26,247.68,49062,13739,13546,181,0
2216,2026-05-28,2026-05,2026-05-25,Night,Receive,25,233.2,44054,12873,12728,91,0
2217,2026-05-28,2026-05,2026-05-25,Weekend,Receive,22,211.45,36236,12759,12630,119,0
2218,2026-05-28,2026-05,2026-05-25,Day,Sort,38,364.99,111867,39221,38780,211,0
2219,2026-05-28,2026-05,2026-05-25,Night,Sort,40,345.4,98594,27757,27506,167,0
2220,2026-05-28,2026-05,2026-05-25,Weekend,Sort,26,222.25,61745,17565,17386,182,0
2221,2026-05-29,2026-05,2026-05-25,Day,Pick,29,292.99,95182,35716,35483,195,0
2222,2026-05-29,2026-05,2026-05-25,Night,Pick,41,394.27,118722,36052,35650,393,0
2223,2026-05-29,2026-05,2026-05-25,Weekend,Pick,18,172.86,50558,18778,18643,159,0
2224,2026-05-29,2026-05,2026-05-25,Day,Pack,34,316.52,90880,26455,26332,154,0
2225,2026-05-29,2026-05,2026-05-25,Night,Pack,34,317.35,83738,31711,31562,119,0
2226,2026-05-29,2026-05,2026-05-25,Weekend,Pack,40,340.43,83141,36787,36603,110,0
2227,2026-05-29,2026-05,2026-05-25,Day,Stow,25,219.21,49877,13295,13150,132,0
2228,2026-05-29,2026-05,2026-05-25,Night,Stow,36,322.82,74910,26455,26039,190,0
2229,2026-05-29,2026-05,2026-05-25,Weekend,Stow,21,203.29,42769,14516,14364,107,0
2230,2026-05-29,2026-05,2026-05-25,Day,Receive,24,212.02,40676,12378,12235,90,0
2231,2026-05-29,2026-05,2026-05-25,Night,Receive,25,211.76,40214,17828,17563,85,0
2232,2026-05-29,2026-05,2026-05-25,Weekend,Receive,42,390.97,74953,27517,27176,210,0
2233,2026-05-29,2026-05,2026-05-25,Day,Sort,31,303.86,92966,30589,30209,264,0
2234,2026-05-29,2026-05,2026-05-25,Night,Sort,18,183.51,46102,19446,19324,78,0
2235,2026-05-29,2026-05,2026-05-25,Weekend,Sort,37,345.69,82104,24869,24625,201,0
2236,2026-05-30,2026-05,2026-05-25,Day,Pick,41,365.33,131917,55160,54735,320,1
2237,2026-05-30,2026-05,2026-05-25,Night,Pick,37,356.1,108257,34090,33724,345,0
2238,2026-05-30,2026-05,2026-05-25,Weekend,Pick,37,315.52,86492,28437,28229,192,0
2239,2026-05-30,2026-05,2026-05-25,Day,Pack,25,220.41,59173,21527,21306,84,0
2240,2026-05-30,2026-05,2026-05-25,Night,Pack,24,208.97,54134,14605,14523,100,0
2241,2026-05-30,2026-05,2026-05-25,Weekend,Pack,32,284.64,65273,28101,27863,85,0
2242,2026-05-30,2026-05,2026-05-25,Day,Stow,41,366.09,88094,30893,30537,349,0
2243,2026-05-30,2026-05,2026-05-25,Night,Stow,42,412.68,87934,23786,23451,374,0
2244,2026-05-30,2026-05,2026-05-25,Weekend,Stow,34,328.05,64782,26925,26622,148,0
2245,2026-05-30,2026-05,2026-05-25,Day,Receive,24,239.39,45607,12613,12454,122,0
2246,2026-05-30,2026-05,2026-05-25,Night,Receive,42,354.86,64271,21943,21659,213,0
2247,2026-05-30,2026-05,2026-05-25,Weekend,Receive,23,224.98,39389,14350,14134,108,0
2248,2026-05-30,2026-05,2026-05-25,Day,Sort,31,292.32,85797,24128,23908,201,0
2249,2026-05-30,2026-05,2026-05-25,Night,Sort,37,324.84,89553,34154,33932,143,0
2250,2026-05-30,2026-05,2026-05-25,Weekend,Sort,35,294.31,77000,26407,26118,151,0
2251,2026-05-31,2026-05,2026-05-25,Day,Pick,39,391.67,135749,44570,44114,284,0
2252,2026-05-31,2026-05,2026-05-25,Night,Pick,37,359.01,102363,31330,31020,295,0
2253,2026-05-31,2026-05,2026-05-25,Weekend,Pick,19,176.95,56656,18105,17870,126,0
2254,2026-05-31,2026-05,2026-05-25,Day,Pack,18,174.35,46165,17699,17627,80,0
2255,2026-05-31,2026-05,2026-05-25,Night,Pack,36,342.82,87318,25482,25331,148,0
2256,2026-05-31,2026-05,2026-05-25,Weekend,Pack,27,267.15,64717,18950,18864,133,0
2257,2026-05-31,2026-05,2026-05-25,Day,Stow,32,273.96,65954,27116,26811,227,0
2258,2026-05-31,2026-05,2026-05-25,Night,Stow,36,318.48,69052,29201,28695,227,0
2259,2026-05-31,2026-05,2026-05-25,Weekend,Stow,37,363.57,82071,22031,21802,202,0
2260,2026-05-31,2026-05,2026-05-25,Day,Receive,25,223.25,43247,11531,11390,129,0
2261,2026-05-31,2026-05,2026-05-25,Night,Receive,31,295.12,52107,16849,16609,163,0
2262,2026-05-31,2026-05,2026-05-25,Weekend,Receive,31,314.66,52771,18152,17979,133,0
2263,2026-05-31,2026-05,2026-05-25,Day,Sort,41,361.23,108346,39815,39528,308,0
2264,2026-05-31,2026-05,2026-05-25,Night,Sort,34,294.08,86485,25353,25206,255,0
2265,2026-05-31,2026-05,2026-05-25,Weekend,Sort,29,293.71,81790,34243,33854,207,0
2266,2026-06-01,2026-06,2026-06-01,Day,Pick,28,236.71,83953,24302,24053,251,0
2267,2026-06-01,2026-06,2026-06-01,Night,Pick,22,201.99,60677,17568,17385,143,0
2268,2026-06-01,2026-06,2026-06-01,Weekend,Pick,20,201.24,56804,18331,18202,108,0
2269,2026-06-01,2026-06,2026-06-01,Day,Pack,22,215.15,61324,22697,22520,144,0
2270,2026-06-01,2026-06,2026-06-01,Night,Pack,24,235.18,58162,23853,23715,126,0
2271,2026-06-01,2026-06,2026-06-01,Weekend,Pack,26,247.7,54287,24158,24090,99,0
2272,2026-06-01,2026-06,2026-06-01,Day,Stow,18,172.83,42022,13295,13159,128,0
2273,2026-06-01,2026-06,2026-06-01,Night,Stow,21,207.91,49260,16386,16109,179,0
2274,2026-06-01,2026-06,2026-06-01,Weekend,Stow,28,276.71,62821,28035,27756,190,0
2275,2026-06-01,2026-06,2026-06-01,Day,Receive,38,338.3,68219,21517,21331,174,0
2276,2026-06-01,2026-06,2026-06-01,Night,Receive,42,366.2,73207,29126,28810,203,0
2277,2026-06-01,2026-06,2026-06-01,Weekend,Receive,22,186.79,33790,10494,10354,121,0
2278,2026-06-01,2026-06,2026-06-01,Day,Sort,37,329.55,92127,27559,27314,160,0
2279,2026-06-01,2026-06,2026-06-01,Night,Sort,31,297.86,84125,30577,30331,141,0
2280,2026-06-01,2026-06,2026-06-01,Weekend,Sort,41,390.55,102356,36359,35918,181,0
2281,2026-06-02,2026-06,2026-06-01,Day,Pick,37,315.25,111296,49766,49467,317,0
2282,2026-06-02,2026-06,2026-06-01,Night,Pick,24,210.17,65363,27901,27554,213,0
2283,2026-06-02,2026-06,2026-06-01,Weekend,Pick,23,201.59,64447,22676,22455,210,0
2284,2026-06-02,2026-06,2026-06-01,Day,Pack,24,238.3,68986,28011,27740,136,1
2285,2026-06-02,2026-06,2026-06-01,Night,Pack,21,184.67,45867,13029,12994,75,0
2286,2026-06-02,2026-06,2026-06-01,Weekend,Pack,35,330.13,76674,32027,31747,103,0
2287,2026-06-02,2026-06,2026-06-01,Day,Stow,27,241.72,59602,17730,17444,205,0
2288,2026-06-02,2026-06,2026-06-01,Night,Stow,30,267.88,55610,15853,15630,158,0
2289,2026-06-02,2026-06,2026-06-01,Weekend,Stow,32,280.6,57494,24335,24001,142,0
2290,2026-06-02,2026-06,2026-06-01,Day,Receive,32,311.48,65237,21591,21414,137,0
2291,2026-06-02,2026-06,2026-06-01,Night,Receive,38,325.51,63495,18074,17871,146,0
2292,2026-06-02,2026-06,2026-06-01,Weekend,Receive,26,242.71,48805,19722,19502,161,0
2293,2026-06-02,2026-06,2026-06-01,Day,Sort,41,395.08,116282,34074,33884,218,0
2294,2026-06-02,2026-06,2026-06-01,Night,Sort,25,249.45,73589,29631,29422,147,0
2295,2026-06-02,2026-06,2026-06-01,Weekend,Sort,25,235.76,61514,18188,18032,157,0
2296,2026-06-03,2026-06,2026-06-01,Day,Pick,38,348.52,120997,31916,31601,349,0
2297,2026-06-03,2026-06,2026-06-01,Night,Pick,33,291.22,89765,26035,25714,273,0
2298,2026-06-03,2026-06,2026-06-01,Weekend,Pick,18,163.39,45480,13976,13806,96,0
2299,2026-06-03,2026-06,2026-06-01,Day,Pack,39,338.78,99605,30312,30154,127,0
2300,2026-06-03,2026-06,2026-06-01,Night,Pack,32,322.77,84043,29511,29237,113,0
2301,2026-06-03,2026-06,2026-06-01,Weekend,Pack,23,196.21,47476,17430,17302,85,0
2302,2026-06-03,2026-06,2026-06-01,Day,Stow,19,178.67,43599,13248,13041,154,0
2303,2026-06-03,2026-06,2026-06-01,Night,Stow,35,348.69,85308,35501,35141,342,0
2304,2026-06-03,2026-06,2026-06-01,Weekend,Stow,37,356.87,72841,20537,20249,272,0
2305,2026-06-03,2026-06,2026-06-01,Day,Receive,26,242.14,48819,20274,20103,126,0
2306,2026-06-03,2026-06,2026-06-01,Night,Receive,34,319.48,57537,24647,24333,178,0
2307,2026-06-03,2026-06,2026-06-01,Weekend,Receive,42,421.82,80905,27838,27486,185,0
2308,2026-06-03,2026-06,2026-06-01,Day,Sort,30,276.17,81870,26730,26604,148,0
2309,2026-06-03,2026-06,2026-06-01,Night,Sort,32,284.63,83005,22184,21918,202,0
2310,2026-06-03,2026-06,2026-06-01,Weekend,Sort,33,313.46,82423,26873,26721,195,0
2311,2026-06-04,2026-06,2026-06-01,Day,Pick,33,319.88,100854,28534,28222,271,0
2312,2026-06-04,2026-06,2026-06-01,Night,Pick,41,347.22,111697,41229,40845,268,0
2313,2026-06-04,2026-06,2026-06-01,Weekend,Pick,38,373.4,108438,32733,32522,307,0
2314,2026-06-04,2026-06,2026-06-01,Day,Pack,42,427.98,113116,35446,35268,218,0
2315,2026-06-04,2026-06,2026-06-01,Night,Pack,21,182.75,49348,19887,19797,111,0
2316,2026-06-04,2026-06,2026-06-01,Weekend,Pack,23,231.88,54336,17251,17097,91,0
2317,2026-06-04,2026-06,2026-06-01,Day,Stow,27,235.82,54586,14663,14487,206,0
2318,2026-06-04,2026-06,2026-06-01,Night,Stow,30,296.84,63788,17217,16991,262,0
2319,2026-06-04,2026-06,2026-06-01,Weekend,Stow,21,189.26,38152,16393,16195,111,0
2320,2026-06-04,2026-06,2026-06-01,Day,Receive,28,271.61,61316,24678,24482,164,0
2321,2026-06-04,2026-06,2026-06-01,Night,Receive,23,209.91,41666,11608,11449,122,0
2322,2026-06-04,2026-06,2026-06-01,Weekend,Receive,29,248.94,49117,13263,13069,160,0
2323,2026-06-04,2026-06,2026-06-01,Day,Sort,18,182.03,54081,20637,20443,149,0
2324,2026-06-04,2026-06,2026-06-01,Night,Sort,37,332.14,92004,27980,27815,171,0
2325,2026-06-04,2026-06,2026-06-01,Weekend,Sort,38,361.83,101748,28028,27862,168,0
2326,2026-06-05,2026-06,2026-06-01,Day,Pick,33,312.78,98822,39236,38968,227,0
2327,2026-06-05,2026-06,2026-06-01,Night,Pick,19,162.54,49727,17564,17339,111,0
2328,2026-06-05,2026-06,2026-06-01,Weekend,Pick,28,245.4,69266,27957,27718,145,0
2329,2026-06-05,2026-06,2026-06-01,Day,Pack,41,406.83,110364,42760,42457,249,0
2330,2026-06-05,2026-06,2026-06-01,Night,Pack,37,328.5,87915,26517,26375,122,0
2331,2026-06-05,2026-06,2026-06-01,Weekend,Pack,20,169.27,39378,13437,13362,93,0
2332,2026-06-05,2026-06,2026-06-01,Day,Stow,36,336.34,82474,26033,25751,315,1
2333,2026-06-05,2026-06,2026-06-01,Night,Stow,29,250.37,60150,19768,19558,178,0
2334,2026-06-05,2026-06,2026-06-01,Weekend,Stow,22,221.83,48085,13136,12988,149,0
2335,2026-06-05,2026-06,2026-06-01,Day,Receive,42,396.92,81872,24031,23762,202,0
2336,2026-06-05,2026-06,2026-06-01,Night,Receive,22,204.31,38749,14144,14009,123,0
2337,2026-06-05,2026-06,2026-06-01,Weekend,Receive,28,272.14,49716,17871,17718,169,0
2338,2026-06-05,2026-06,2026-06-01,Day,Sort,27,235.44,65397,17520,17429,191,0
2339,2026-06-05,2026-06,2026-06-01,Night,Sort,31,315.38,80075,21688,21418,128,0
2340,2026-06-05,2026-06,2026-06-01,Weekend,Sort,27,244.9,61345,18959,18757,179,0
2341,2026-06-06,2026-06,2026-06-01,Day,Pick,21,206.61,74078,32057,31626,171,0
2342,2026-06-06,2026-06,2026-06-01,Night,Pick,24,228.96,70843,20953,20784,157,0
2343,2026-06-06,2026-06,2026-06-01,Weekend,Pick,34,317.72,92512,29478,29315,236,0
2344,2026-06-06,2026-06,2026-06-01,Day,Pack,40,407.31,104507,35810,35617,186,0
2345,2026-06-06,2026-06,2026-06-01,Night,Pack,38,347.47,91420,37972,37830,221,0
2346,2026-06-06,2026-06,2026-06-01,Weekend,Pack,29,258.63,66795,28899,28646,148,0
2347,2026-06-06,2026-06,2026-06-01,Day,Stow,21,204.26,46778,20332,20009,119,0
2348,2026-06-06,2026-06,2026-06-01,Night,Stow,18,171.51,39663,17287,17087,162,0
2349,2026-06-06,2026-06,2026-06-01,Weekend,Stow,31,275.04,55399,16547,16319,127,0
2350,2026-06-06,2026-06,2026-06-01,Day,Receive,33,301.2,65429,20044,19762,150,0
2351,2026-06-06,2026-06,2026-06-01,Night,Receive,32,287.28,58616,21077,20856,167,0
2352,2026-06-06,2026-06,2026-06-01,Weekend,Receive,36,363.45,65227,20449,20216,220,0
2353,2026-06-06,2026-06,2026-06-01,Day,Sort,32,290.83,89021,34428,34026,144,0
2354,2026-06-06,2026-06,2026-06-01,Night,Sort,40,367.65,95100,32237,31850,240,0
2355,2026-06-06,2026-06,2026-06-01,Weekend,Sort,40,388.44,110116,33896,33734,320,0
2356,2026-06-07,2026-06,2026-06-01,Day,Pick,28,244.36,77063,20670,20541,162,0
2357,2026-06-07,2026-06,2026-06-01,Night,Pick,23,232.75,76050,21859,21679,205,0
2358,2026-06-07,2026-06,2026-06-01,Weekend,Pick,25,234.89,65387,17990,17794,153,0
2359,2026-06-07,2026-06,2026-06-01,Day,Pack,36,357.85,97350,35892,35785,153,0
2360,2026-06-07,2026-06,2026-06-01,Night,Pack,41,391.97,102956,28504,28255,227,0
2361,2026-06-07,2026-06,2026-06-01,Weekend,Pack,18,169.7,38802,14888,14828,84,0
2362,2026-06-07,2026-06,2026-06-01,Day,Stow,41,353.0,91672,28957,28647,316,1
2363,2026-06-07,2026-06,2026-06-01,Night,Stow,36,313.7,65466,28604,28160,269,0
2364,2026-06-07,2026-06,2026-06-01,Weekend,Stow,34,341.33,76115,29934,29580,300,0
2365,2026-06-07,2026-06,2026-06-01,Day,Receive,35,353.59,74313,30847,30376,237,0
2366,2026-06-07,2026-06,2026-06-01,Night,Receive,22,216.21,41457,11965,11862,123,0
2367,2026-06-07,2026-06,2026-06-01,Weekend,Receive,19,168.67,31558,9954,9875,113,0
2368,2026-06-07,2026-06,2026-06-01,Day,Sort,34,338.45,99623,30246,30036,256,0
2369,2026-06-07,2026-06,2026-06-01,Night,Sort,39,363.71,95239,29578,29302,155,0
2370,2026-06-07,2026-06,2026-06-01,Weekend,Sort,42,412.55,114758,50672,50046,337,0
2371,2026-06-08,2026-06,2026-06-08,Day,Pick,30,286.85,101912,28560,28306,196,0
2372,2026-06-08,2026-06,2026-06-08,Night,Pick,23,232.7,77861,25013,24861,148,0
2373,2026-06-08,2026-06,2026-06-08,Weekend,Pick,38,358.68,112046,33271,32978,259,0
2374,2026-06-08,2026-06,2026-06-08,Day,Pack,27,236.46,61305,17083,16974,81,0
2375,2026-06-08,2026-06,2026-06-08,Night,Pack,18,169.88,46586,19975,19875,86,0
2376,2026-06-08,2026-06,2026-06-08,Weekend,Pack,21,181.89,39925,16353,16201,60,0
2377,2026-06-08,2026-06,2026-06-08,Day,Stow,39,392.46,103067,36086,35672,261,0
2378,2026-06-08,2026-06,2026-06-08,Night,Stow,42,409.2,85719,36011,35497,215,0
2379,2026-06-08,2026-06,2026-06-08,Weekend,Stow,21,199.74,39243,16232,15992,149,0
2380,2026-06-08,2026-06,2026-06-08,Day,Receive,32,322.51,63878,19982,19789,130,0
2381,2026-06-08,2026-06,2026-06-08,Night,Receive,31,281.62,52129,23466,23136,164,0
2382,2026-06-08,2026-06,2026-06-08,Weekend,Receive,27,264.55,45520,13298,13122,98,0
2383,2026-06-08,2026-06,2026-06-08,Day,Sort,35,337.03,102580,42301,41886,159,0
2384,2026-06-08,2026-06,2026-06-08,Night,Sort,22,190.75,50921,21163,21041,121,0
2385,2026-06-08,2026-06,2026-06-08,Weekend,Sort,29,295.52,75709,26954,26788,204,0
2386,2026-06-09,2026-06,2026-06-08,Day,Pick,18,177.29,56550,17309,17158,111,0
2387,2026-06-09,2026-06,2026-06-08,Night,Pick,33,326.12,107358,41836,41423,213,0
2388,2026-06-09,2026-06,2026-06-08,Weekend,Pick,29,272.29,81568,28927,28713,160,0
2389,2026-06-09,2026-06,2026-06-08,Day,Pack,26,262.46,75840,22010,21783,183,0
2390,2026-06-09,2026-06,2026-06-08,Night,Pack,31,267.27,68712,23160,23020,109,0
2391,2026-06-09,2026-06,2026-06-08,Weekend,Pack,37,314.9,78200,20896,20749,177,0
2392,2026-06-09,2026-06,2026-06-08,Day,Stow,25,215.85,55742,18278,18096,137,0
2393,2026-06-09,2026-06,2026-06-08,Night,Stow,23,227.47,53163,16473,16214,198,0
2394,2026-06-09,2026-06,2026-06-08,Weekend,Stow,25,212.64,41653,14977,14823,176,0
2395,2026-06-09,2026-06,2026-06-08,Day,Receive,42,401.17,82040,22608,22313,170,0
2396,2026-06-09,2026-06,2026-06-08,Night,Receive,39,382.24,72631,27345,27106,267,0
2397,2026-06-09,2026-06,2026-06-08,Weekend,Receive,21,181.57,35521,12087,11900,72,0
2398,2026-06-09,2026-06,2026-06-08,Day,Sort,21,206.54,61632,27247,26912,175,0
2399,2026-06-09,2026-06,2026-06-08,Night,Sort,35,308.48,84857,32120,31961,190,0
2400,2026-06-09,2026-06,2026-06-08,Weekend,Sort,19,178.22,47068,13449,13353,103,0
2401,2026-06-10,2026-06,2026-06-08,Day,Pick,18,179.34,56046,20393,20128,106,0
2402,2026-06-10,2026-06,2026-06-08,Night,Pick,31,285.68,85500,29090,28751,161,0
2403,2026-06-10,2026-06,2026-06-08,Weekend,Pick,27,244.35,73080,27673,27366,223,0
2404,2026-06-10,2026-06,2026-06-08,Day,Pack,40,350.15,86357,29818,29588,196,0
2405,2026-06-10,2026-06,2026-06-08,Night,Pack,32,293.33,72955,27995,27708,102,1
2406,2026-06-10,2026-06,2026-06-08,Weekend,Pack,24,244.79,61683,17914,17813,89,0
2407,2026-06-10,2026-06,2026-06-08,Day,Stow,32,321.91,82826,22859,22539,211,0
2408,2026-06-10,2026-06,2026-06-08,Night,Stow,20,186.89,44791,13495,13310,103,0
2409,2026-06-10,2026-06,2026-06-08,Weekend,Stow,30,274.4,54634,14592,14410,125,0
2410,2026-06-10,2026-06,2026-06-08,Day,Receive,21,178.31,37944,11616,11448,92,0
2411,2026-06-10,2026-06,2026-06-08,Night,Receive,38,337.17,62738,18295,18092,217,0
2412,2026-06-10,2026-06,2026-06-08,Weekend,Receive,40,397.77,75441,28671,28227,182,0
2413,2026-06-10,2026-06,2026-06-08,Day,Sort,20,179.4,50247,19260,19113,80,0
2414,2026-06-10,2026-06,2026-06-08,Night,Sort,38,375.98,110422,29950,29670,266,0
2415,2026-06-10,2026-06,2026-06-08,Weekend,Sort,38,334.5,81181,27601,27353,139,0
2416,2026-06-11,2026-06,2026-06-08,Day,Pick,37,347.87,112597,39405,38993,215,0
2417,2026-06-11,2026-06,2026-06-08,Night,Pick,27,273.09,85412,27432,27116,265,0
2418,2026-06-11,2026-06,2026-06-08,Weekend,Pick,31,270.61,83923,22396,22214,228,0
2419,2026-06-11,2026-06,2026-06-08,Day,Pack,21,214.04,57247,25747,25623,133,0
2420,2026-06-11,2026-06,2026-06-08,Night,Pack,31,307.73,83878,34613,34309,111,0
2421,2026-06-11,2026-06,2026-06-08,Weekend,Pack,35,347.19,77064,26972,26870,157,0
2422,2026-06-11,2026-06,2026-06-08,Day,Stow,38,374.14,92827,39465,39068,389,0
2423,2026-06-11,2026-06,2026-06-08,Night,Stow,20,176.47,41242,12125,11968,143,0
2424,2026-06-11,2026-06,2026-06-08,Weekend,Stow,42,397.0,91320,25116,24693,289,0
2425,2026-06-11,2026-06,2026-06-08,Day,Receive,35,325.73,69302,26018,25752,140,0
2426,2026-06-11,2026-06,2026-06-08,Night,Receive,20,202.94,42700,11761,11607,94,0
2427,2026-06-11,2026-06,2026-06-08,Weekend,Receive,32,323.34,64045,21101,20898,153,0
2428,2026-06-11,2026-06,2026-06-08,Day,Sort,34,308.48,98966,32315,31927,156,0
2429,2026-06-11,2026-06,2026-06-08,Night,Sort,31,286.87,79255,33727,33533,217,0
2430,2026-06-11,2026-06,2026-06-08,Weekend,Sort,20,178.78,46255,13512,13415,133,0
2431,2026-06-12,2026-06,2026-06-08,Day,Pick,33,317.26,108408,31274,31002,264,0
2432,2026-06-12,2026-06,2026-06-08,Night,Pick,22,203.15,66599,21307,21190,217,0
2433,2026-06-12,2026-06,2026-06-08,Weekend,Pick,38,322.62,88068,31823,31575,191,0
2434,2026-06-12,2026-06,2026-06-08,Day,Pack,36,329.84,86756,38211,38085,175,0
2435,2026-06-12,2026-06,2026-06-08,Night,Pack,27,259.57,69018,22371,22176,145,0
2436,2026-06-12,2026-06,2026-06-08,Weekend,Pack,42,423.18,102584,28700,28550,206,0
2437,2026-06-12,2026-06,2026-06-08,Day,Stow,38,322.29,79638,27704,27361,317,0
2438,2026-06-12,2026-06,2026-06-08,Night,Stow,35,309.67,67082,21102,20737,213,0
2439,2026-06-12,2026-06,2026-06-08,Weekend,Stow,20,183.98,37006,13502,13307,95,0
2440,2026-06-12,2026-06,2026-06-08,Day,Receive,36,351.65,77971,27352,27047,171,0
2441,2026-06-12,2026-06,2026-06-08,Night,Receive,36,364.62,74804,28492,28142,241,0
2442,2026-06-12,2026-06,2026-06-08,Weekend,Receive,19,189.71,32857,12571,12424,124,0
2443,2026-06-12,2026-06,2026-06-08,Day,Sort,32,303.47,83306,37269,37052,139,0
2444,2026-06-12,2026-06,2026-06-08,Night,Sort,21,198.57,57673,17166,17001,151,0
2445,2026-06-12,2026-06,2026-06-08,Weekend,Sort,23,234.54,65903,19710,19481,122,0
2446,2026-06-13,2026-06,2026-06-08,Day,Pick,18,162.27,59285,26116,25817,157,0
2447,2026-06-13,2026-06,2026-06-08,Night,Pick,28,274.5,89188,24395,24136,295,0
2448,2026-06-13,2026-06,2026-06-08,Weekend,Pick,33,285.79,79260,33645,33276,143,0
2449,2026-06-13,2026-06,2026-06-08,Day,Pack,27,240.1,68205,23796,23707,123,0
